"part","type","range","value","country"
"ag","dense","low",8201.2247315105,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",9666.86282458162,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",11533.8071882864,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",177018.420835934,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",191764.433772485,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",204231.768758903,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",32248.153994705,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",35623.347598191,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",37458.7387776883,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",9825299.81304453,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",11679836.5490733,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",13529397.5407362,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",22603662.0950951,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",26866759.2334262,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",31121188.7309926,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",35634451.2570563,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",38709493.9381073,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",41806134.3026781,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",88505622.0573232,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",96217843.9300663,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",103872391.636331,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",9827135.05029633,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",11675216.0941969,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",13537484.3149956,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",22617867.4195732,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",26867122.8926002,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",31117890.5101613,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",35561311.9863343,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",38669969.7901277,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",41794085.0488467,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",88503228.2571582,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",96212906.7448655,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",103952789.397176,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",9827046.8630427,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",11675108.1719752,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",13516772.1434932,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",22620854.0570848,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",26871750.98781,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",31126772.564567,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",35568038.1518656,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",38679381.4967845,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",41782459.0989222,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",88472058.801415,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",96181779.4889935,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",103889978.790827,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",9818518.25729144,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",11668626.3579228,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",13522170.965128,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",22612852.6653333,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",26859520.3523968,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",31113188.6675106,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",35587671.648891,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",38642127.7977812,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",41757400.8152765,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",88517293.760846,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",96222609.7803571,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",103921269.185981,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",9832409.58510898,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",11678971.9597543,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",13529372.8627913,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",22625953.7714737,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",26883440.198246,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",31136651.3514557,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",35568174.2106436,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",38643529.2525571,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",41744642.086752,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",88501336.3759651,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",96232416.2272354,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",103968008.3549,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",9834646.74368085,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",11677845.1873425,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",13527757.9890485,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",22613534.9825953,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",26884259.0898217,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",31141426.620723,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",35558409.5066392,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",38647895.1122312,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",41782633.2005513,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",88569297.0966737,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",96242588.7988359,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",103957309.961657,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",9825598.29368439,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",11667413.6996865,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",13514082.877202,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",22616394.6286472,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",26864842.614362,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",31138889.8398561,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",35568939.5343677,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",38715916.5480355,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",41787287.5762894,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",88526181.0458741,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",96220188.1372543,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",103926677.858977,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",9824989.44715977,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",11670489.9537759,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",13523991.1570881,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",22620637.059564,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",26876405.6358913,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",31133169.107584,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",35608194.9990886,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",38685574.1373365,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",41804148.7315838,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",88522015.1514711,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",96224215.5621704,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",103904402.271074,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",9832319.01035531,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",11687188.7077273,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",13531743.4316217,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",22625539.9277254,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",26876426.7739892,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",31150529.3100801,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",35605416.9732521,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",38709515.1043554,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",41767562.3414883,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",88509848.3875683,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",96221495.3363113,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",103919632.737187,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",9813423.25241424,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",11666134.3214364,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",13514355.3865878,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",22617140.7558645,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",26868445.6378554,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",31117764.3907179,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",35616726.69976,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",38676635.638383,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",41810242.5225491,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",88495539.3866843,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",96223609.3133647,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",103953242.797291,"grenada_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",36687455.2544508,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",43592209.0540794,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",50507169.5270217,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12461280.0922522,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14800341.1026175,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17143857.5089229,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",132895920.424933,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",144563709.039097,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",156061472.744113,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48751090.794401,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",53030366.4735766,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",57270261.3295914,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",36699757.8084516,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",43613777.7756455,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",50489145.0513499,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12451076.7952371,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14796618.1842662,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17147696.1671088,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",132982630.907504,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",144542382.273157,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",156090877.509124,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48761288.4907125,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",52982601.4581624,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",57260364.9766209,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",36690989.4868547,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",43626353.8957197,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",50526177.0864005,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12455115.3359403,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14812274.0349867,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17148164.7344546,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",132937612.73079,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",144523679.737384,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",156018810.514145,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48742141.9332599,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",52992885.0223137,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",57187668.5205508,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",36695574.485626,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",43618283.4875487,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",50509810.0139852,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12453948.838351,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14799803.0026846,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17145463.2749749,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",132849931.248948,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",144495121.576666,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",156097607.26264,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48779468.7788746,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",52999104.6708396,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",57229084.5024035,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",36675312.7869776,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",43568319.8911903,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",50507410.7865309,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12459433.6201856,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14800049.8211943,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17151669.4207948,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",132880973.520358,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",144475466.29656,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",156078484.83567,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48745115.0551084,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",52951207.8631092,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",57200791.819269,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",36720671.3141865,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",43610256.7111943,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",50519224.2609887,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12464967.4616938,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14801970.2891615,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17146876.6333154,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",132898737.384012,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",144510940.105737,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",156056330.486807,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48778398.1639246,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",53002582.4871056,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",57248008.9936422,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",36693656.9865138,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",43611750.7957184,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",50532913.6865258,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12456118.7688261,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14810237.7849796,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17150482.0010832,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",132906337.635488,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",144566769.707469,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",156129486.070266,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48761043.480008,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",53009102.5703351,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",57216353.2569513,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",36698557.7379535,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",43621143.4483303,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",50520346.9896787,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12463696.3521683,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14803886.1141632,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17156915.8473838,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",132902021.854787,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",144478525.456632,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",156019860.344398,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48742671.7364772,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",52985648.0599022,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",57224961.4799018,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",36682429.0545318,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",43592985.344206,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",50499679.9832219,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12453254.666952,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14804208.6866452,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17153362.5454381,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",132976964.099207,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",144592165.209071,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",156117749.622535,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48731881.0191565,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",52978299.5663616,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",57278318.2139723,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",36709049.0170601,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",43619140.0404392,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",50525623.8452427,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12456431.0954236,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14805247.5274368,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17146579.8832399,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",132876340.382941,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",144489093.773053,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",156051172.743131,"martinique_mar_benhab4m_2021_gridcode.tif.vat.dbf"
